G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA+,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
13.0,31.0,123.0,26.0,15.0,15.0,10.0,0.0,0.0,15.0,7.0,8.0,24.0,16.0,21.0,10.0,1.0,2.903225806451613,1.1612903225806452,5.032258064516129,1.3548387096774193,1.935483870967742,2.903225806451613,1.5,0.23636363636363636,0.2926829268292683,0.5454545454545454,0.8381374722838137,0.2087912087912088,0.056910569105691054,0.12195121951219512,0.08130081300813008,0.5866666666666667,0.41333333333333333,1.4193548387096775,255.83464566929135,-4.136866833063243,0.2929000000000001,110.0,3.0,0.0,9.0,2.0,44.0,31.0,2.0,2.0,0.5,S10,378,ATL,False,ATL,4.175921658986175,32.666666666666664,102.0,13.267204231152729,2.0,10.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.9005185331980732
6.0,29.0,125.0,37.0,20.0,20.0,4.0,0.0,0.0,33.0,7.0,19.0,8.0,12.0,20.0,11.0,0.0,4.137931034482759,1.4137931034482758,7.655172413793104,1.4482758620689655,0.8275862068965517,6.827586206896552,8.25,0.30578512396694213,0.328,0.6033057851239669,0.931305785123967,0.37037037037037035,0.056,0.264,0.032,0.40384615384615385,0.5961538461538461,0.6774193548387096,243.13740458015266,1.4629799020540686,-1.0522000000000002,121.0,0.0,0.0,7.0,4.0,21.0,31.0,4.0,2.0,0.6666666666666666,S10,390,ARI,False,ARI,2.5162998569839505,28.666666666666668,73.0,16.41962105941146,4.0,5.0,3.0,0.0,3.0,1.0,0.0,0.0,0.75,0.3484498247252322
7.0,11.666666666666666,53.0,16.0,9.0,9.0,3.0,0.0,0.0,8.0,2.0,11.0,4.0,5.0,7.0,10.0,0.0,4.628571428571429,1.6285714285714286,8.228571428571428,1.0285714285714285,1.5428571428571431,4.114285714285714,2.6666666666666665,0.3333333333333333,0.3584905660377358,0.5625,0.9209905660377358,0.35,0.03773584905660377,0.1509433962264151,0.05660377358490566,0.34615384615384615,0.6538461538461539,0.5294117647058824,250.98181818181817,0.8536008237315073,-0.29930000000000007,48.0,2.0,0.0,1.0,2.0,9.0,17.0,1.0,1.0,0.5,S10,392,TBR,False,TBR,2.8690092165898617,14.0,67.0,8.698789117833277,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.6666666666666666,0.12441299115744027
8.0,27.333333333333332,111.0,29.0,16.0,16.0,4.0,0.0,0.0,18.0,4.0,11.0,22.0,15.0,18.0,4.0,1.0,3.5121951219512195,1.2073170731707317,6.365853658536586,0.878048780487805,0.878048780487805,3.951219512195122,4.5,0.27358490566037735,0.2972972972972973,0.5283018867924528,0.8255991840897501,0.29411764705882354,0.036036036036036036,0.16216216216216217,0.036036036036036036,0.6451612903225806,0.3548387096774194,1.8181818181818181,244.64655172413794,-2.691710208568283,-0.4010000000000001,106.0,1.0,0.0,13.0,1.0,40.0,22.0,4.0,1.0,0.8,S10,394,TOR,False,TOR,2.2648280319208722,28.333333333333332,97.0,12.138837064676617,5.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.6666666666666666,0.7085070805152358
10.0,15.333333333333334,71.0,20.0,12.0,12.0,8.0,2.0,0.0,7.0,3.0,7.0,5.0,3.0,8.0,18.0,2.0,4.695652173913043,1.826086956521739,7.826086956521739,1.1739130434782608,3.1304347826086953,2.7391304347826084,0.875,0.3225806451612903,0.39436619718309857,0.6290322580645161,1.0233984552476147,0.32075471698113206,0.04225352112676056,0.09859154929577464,0.11267605633802817,0.2571428571428571,0.7428571428571429,0.34615384615384615,238.18666666666667,2.7823161549387363,-0.10479999999999992,62.0,1.0,0.0,10.0,0.0,9.0,26.0,4.0,2.0,0.6666666666666666,S10,395,TOR,False,TOR,4.436089961931477,16.666666666666668,59.0,11.783408139450735,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.002785143386729372
6.0,7.0,30.0,10.0,6.0,6.0,3.0,0.0,0.0,3.0,4.0,3.0,4.0,3.0,6.0,1.0,0.0,5.142857142857143,1.8571428571428572,8.571428571428571,3.4285714285714284,2.571428571428571,2.571428571428571,1.0,0.37037037037037035,0.43333333333333335,0.9259259259259259,1.3592592592592592,0.3,0.13333333333333333,0.1,0.1,0.5625,0.4375,1.2857142857142858,235.29032258064515,1.9704650554219705,-0.256,27.0,0.0,0.0,3.0,0.0,9.0,7.0,0.0,2.0,0.0,S10,413,CLE,False,CLE,9.09758064516129,9.666666666666666,52.0,7.7358671390483735,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.07830702995884367
8.0,28.333333333333332,123.0,19.0,8.0,8.0,23.0,1.0,0.0,22.0,3.0,8.0,16.0,9.0,24.0,10.0,0.0,1.6941176470588235,1.4823529411764707,4.023529411764706,0.6352941176470588,4.870588235294118,4.658823529411765,0.9565217391304348,0.19,0.34146341463414637,0.37,0.7114634146341463,0.21333333333333335,0.024390243902439025,0.17886178861788618,0.18699186991869918,0.4426229508196721,0.5573770491803278,0.7941176470588235,246.1328125,-9.818927358805526,0.7211999999999997,100.0,0.0,0.0,7.0,1.0,27.0,34.0,4.0,2.0,0.6666666666666666,S10,471,ANA,False,ANA,3.499261317430198,30.0,416.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,0.0,0.5,1.4687245857723015
5.0,10.666666666666666,43.0,8.0,3.0,3.0,6.0,0.0,0.0,11.0,1.0,4.0,3.0,4.0,7.0,4.0,0.0,1.6875,1.3125,4.5,0.5625,3.375,6.1875,1.8333333333333333,0.21621621621621623,0.32558139534883723,0.3783783783783784,0.7039597737272156,0.28,0.023255813953488372,0.2558139534883721,0.13953488372093023,0.3888888888888889,0.6111111111111112,0.6363636363636364,263.8541666666667,-1.9209077838041755,-0.047999999999999966,37.0,0.0,0.0,3.0,0.0,7.0,11.0,2.0,3.0,0.4,S10,481,TBR,False,TBR,2.084187788018433,11.666666666666666,182.0,2.663900414937759,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3622840267165574
8.0,15.333333333333334,60.0,11.0,2.0,2.0,5.0,0.0,0.0,7.0,2.0,2.0,6.0,11.0,15.0,4.0,1.0,0.7826086956521738,1.0434782608695652,4.304347826086956,0.7826086956521738,1.9565217391304348,2.7391304347826084,1.4,0.2,0.26666666666666666,0.4727272727272727,0.7393939393939394,0.1956521739130435,0.03333333333333333,0.11666666666666667,0.08333333333333333,0.5,0.5,1.0,255.58333333333334,-11.383912830200043,0.16450000000000004,55.0,0.0,0.0,5.0,2.0,19.0,19.0,0.0,0.0,0.0,S10,485,MIN,False,MIN,3.0013073532358243,16.666666666666668,82.0,8.5,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.375870234186711
3.0,4.666666666666667,22.0,6.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,5.0,1.0,3.0,3.0,2.0,0.0,3.8571428571428568,1.9285714285714284,7.7142857142857135,0.0,3.8571428571428568,5.142857142857142,1.3333333333333333,0.3333333333333333,0.4090909090909091,0.3888888888888889,0.797979797979798,0.4,0.0,0.18181818181818182,0.13636363636363635,0.5,0.5,1.0,257.59090909090907,-0.31419684021134464,-0.4722000000000001,18.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,S10,517,ANA,False,ANA,1.4547235023041474,4.666666666666667,53.0,3.663900414937759,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11849529944892696
8.0,34.333333333333336,133.0,24.0,11.0,11.0,13.0,0.0,1.0,36.0,5.0,12.0,16.0,13.0,26.0,5.0,0.0,1.9223300970873785,1.0776699029126213,4.194174757281553,0.8737864077669902,2.2718446601941746,6.29126213592233,2.769230769230769,0.20168067226890757,0.2781954887218045,0.40336134453781514,0.6815568332596196,0.24050632911392406,0.03759398496240601,0.2706766917293233,0.09774436090225563,0.5303030303030303,0.4696969696969697,1.1290322580645162,256.2631578947368,-9.025447824630387,1.1556000000000002,119.0,1.0,0.0,5.0,2.0,35.0,31.0,0.0,1.0,0.0,S10,607,DET,False,DET,2.1724766229698895,36.333333333333336,121.0,12.47041564792176,4.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,0.6,1.4289564575492386
9.0,31.666666666666668,148.0,45.0,24.0,24.0,15.0,0.0,0.0,27.0,9.0,23.0,13.0,16.0,28.0,4.0,0.0,4.5473684210526315,1.894736842105263,8.526315789473685,1.7052631578947368,2.8421052631578947,5.11578947368421,1.8,0.3383458646616541,0.40540540540540543,0.6390977443609023,1.0445031497663078,0.3711340206185567,0.060810810810810814,0.18243243243243243,0.10135135135135136,0.5,0.5,1.0,238.31372549019608,5.060406139868647,-1.4426,133.0,0.0,0.0,13.0,0.0,32.0,32.0,2.0,3.0,0.4,S10,610,DET,False,DET,4.650964103807906,33.333333333333336,84.0,16.559243813678105,5.0,7.0,3.0,0.0,2.0,4.0,1.0,0.0,0.3333333333333333,0.07974079889101197
2.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,12.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.0,0.5714285714285714,0.0,0.5,0.5,1.0,305.7142857142857,-1.2480719794344473,0.1738,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,S10,647,PIT,False,PIT,-2.759562211981567,2.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1525130755795605
11.0,29.333333333333332,120.0,27.0,16.0,16.0,8.0,0.0,0.0,40.0,9.0,13.0,12.0,8.0,17.0,8.0,0.0,3.272727272727273,1.1931818181818181,5.522727272727273,1.8409090909090908,1.6363636363636367,8.181818181818183,5.0,0.24324324324324326,0.2916666666666667,0.5405405405405406,0.8322072072072073,0.2857142857142857,0.075,0.3333333333333333,0.06666666666666667,0.46808510638297873,0.5319148936170213,0.88,251.344,-3.1229070583083347,-0.7504,111.0,1.0,0.0,4.0,1.0,22.0,25.0,4.0,1.0,0.8,S10,714,TOR,False,TOR,3.3199832425638878,30.666666666666668,68.0,18.626087289151148,5.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,0.5,0.787248608164247
9.0,23.333333333333332,103.0,24.0,16.0,16.0,13.0,1.0,0.0,7.0,3.0,9.0,9.0,12.0,27.0,11.0,0.0,4.114285714285715,1.5857142857142859,6.171428571428573,0.7714285714285716,3.342857142857143,1.7999999999999998,0.5384615384615384,0.2727272727272727,0.3592233009708738,0.5113636363636364,0.8705869373345101,0.2625,0.02912621359223301,0.06796116504854369,0.1262135922330097,0.36666666666666664,0.6333333333333333,0.5789473684210527,248.2018348623853,3.885677980538611,-0.7586,88.0,2.0,0.0,12.0,0.0,22.0,38.0,4.0,3.0,0.5714285714285714,S10,716,ATL,False,ATL,3.983294930875576,26.0,77.0,13.96486700652935,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.019104401448985488
6.0,32.0,138.0,34.0,25.0,25.0,9.0,0.0,1.0,21.0,11.0,11.0,11.0,15.0,39.0,9.0,0.0,4.6875,1.34375,6.375,2.0625,1.6875,3.9375,2.3333333333333335,0.265625,0.3115942028985507,0.6171875,0.9287817028985508,0.23711340206185566,0.07971014492753623,0.15217391304347827,0.06521739130434782,0.36,0.64,0.5625,239.9,4.836471800931484,-0.9286,128.0,1.0,0.0,12.0,0.0,27.0,48.0,3.0,0.0,1.0,S10,771,COL,False,COL,5.240437788018433,32.0,83.0,16.0,6.0,5.0,5.0,0.0,2.0,4.0,0.0,0.0,0.3333333333333333,0.06255440759027717
1.0,4.333333333333333,18.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,5.0,1.0,1.3846153846153848,1.153846153846154,4.153846153846154,1.3846153846153846,2.769230769230769,4.153846153846154,1.5,0.1875,0.2777777777777778,0.375,0.6527777777777778,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.125,270.05555555555554,-2.9850328477577834,-0.04109999999999999,16.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,S10,783,BOS,False,BOS,4.240437788018433,5.0,104.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697469701257904
12.0,38.333333333333336,164.0,43.0,18.0,18.0,13.0,2.0,0.0,22.0,8.0,24.0,13.0,9.0,24.0,40.0,0.0,2.817391304347826,1.4608695652173913,6.730434782608695,1.2521739130434781,2.034782608695652,3.4434782608695653,1.6923076923076923,0.28859060402684567,0.34146341463414637,0.5302013422818792,0.8716647569160256,0.2892561983471074,0.04878048780487805,0.13414634146341464,0.07926829268292683,0.28888888888888886,0.7111111111111111,0.40625,243.16265060240963,-7.754048138056641,0.2240000000000002,149.0,2.0,0.0,10.0,1.0,26.0,64.0,1.0,3.0,0.25,S10,788,HOU,False,HOU,3.823046483670607,40.0,73.0,22.679494712451405,6.0,9.0,4.0,2.0,4.0,4.0,0.0,0.0,0.5,1.4245139469946626
5.0,21.666666666666668,96.0,20.0,14.0,14.0,14.0,0.0,0.0,28.0,8.0,6.0,9.0,6.0,13.0,6.0,0.0,3.876923076923077,1.5692307692307692,5.538461538461538,2.215384615384615,3.8769230769230765,7.753846153846153,2.0,0.24691358024691357,0.3541666666666667,0.6172839506172839,0.9714506172839505,0.2608695652173913,0.08333333333333333,0.2916666666666667,0.14583333333333334,0.4722222222222222,0.5277777777777778,0.8947368421052632,245.45454545454547,-0.4416352160839869,-0.14760000000000012,81.0,1.0,0.0,6.0,0.0,17.0,19.0,2.0,1.0,0.6666666666666666,S10,1692,CIN,False,CIN,5.394283941864586,22.0,83.0,11.0,4.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.5,0.4241298434751295
6.0,23.333333333333332,109.0,30.0,18.0,18.0,14.0,0.0,0.0,13.0,6.0,14.0,11.0,16.0,14.0,11.0,0.0,4.628571428571429,1.885714285714286,7.714285714285715,1.5428571428571431,3.5999999999999996,3.342857142857143,0.9285714285714286,0.3225806451612903,0.4036697247706422,0.6344086021505376,1.03807832692118,0.3157894736842105,0.05504587155963303,0.11926605504587157,0.12844036697247707,0.5283018867924528,0.4716981132075472,1.12,248.10434782608695,6.982652933087049,-0.7957,93.0,2.0,0.0,9.0,1.0,28.0,25.0,2.0,4.0,0.3333333333333333,S10,1703,MIN,False,MIN,5.269009216589861,23.666666666666668,74.0,13.368645523079811,5.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.4,-0.2668451986891876
6.0,22.333333333333332,107.0,34.0,23.0,23.0,7.0,0.0,1.0,11.0,6.0,12.0,7.0,4.0,19.0,25.0,0.0,6.179104477611941,1.8358208955223883,9.134328358208956,1.6119402985074627,1.8805970149253732,2.955223880597015,1.5714285714285714,0.3434343434343434,0.38317757009345793,0.6868686868686869,1.0700462569621447,0.3373493975903614,0.056074766355140186,0.102803738317757,0.06542056074766354,0.21428571428571427,0.7857142857142857,0.2727272727272727,211.48181818181817,9.484482403914647,-1.6989,99.0,1.0,0.0,16.0,0.0,12.0,44.0,4.0,0.0,1.0,S10,1759,NYY,False,NYY,4.688198982048284,23.0,64.0,15.03010593742301,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-0.5249441108108377
2.0,4.666666666666667,21.0,4.0,3.0,3.0,3.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,3.8571428571428568,1.5,5.142857142857142,1.2857142857142856,3.8571428571428568,6.428571428571429,1.6666666666666667,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.7777777777777777,0.25,0.047619047619047616,0.23809523809523808,0.14285714285714285,0.5555555555555556,0.4444444444444444,1.25,248.54545454545453,-0.9351264965421417,-0.09169999999999998,18.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,S10,1776,KCR,False,KCR,3.8118663594470044,5.0,104.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.17663028256256155
6.0,21.666666666666668,93.0,24.0,12.0,12.0,8.0,0.0,0.0,15.0,3.0,14.0,10.0,12.0,20.0,4.0,0.0,3.323076923076923,1.4769230769230768,6.646153846153846,0.8307692307692307,2.215384615384615,4.153846153846153,1.875,0.2823529411764706,0.34408602150537637,0.4823529411764706,0.8264389626818469,0.31343283582089554,0.03225806451612903,0.16129032258064516,0.08602150537634409,0.5,0.5,1.0,244.01030927835052,-0.1943964588745853,-0.25819999999999993,85.0,0.0,0.0,6.0,1.0,24.0,24.0,2.0,2.0,0.5,S10,1786,PHI,False,PHI,2.763514711095356,21.666666666666668,107.0,8.41385135135135,5.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.387532020195854
6.0,28.333333333333332,114.0,28.0,14.0,14.0,5.0,0.0,0.0,16.0,6.0,10.0,15.0,17.0,26.0,7.0,0.0,2.9647058823529413,1.1647058823529413,5.929411764705883,1.2705882352941176,1.0588235294117647,3.388235294117647,3.2,0.25925925925925924,0.2894736842105263,0.6018518518518519,0.8913255360623782,0.25287356321839083,0.05263157894736842,0.14035087719298245,0.043859649122807015,0.5217391304347826,0.4782608695652174,1.0909090909090908,254.6695652173913,-4.224379377299203,0.007699999999999933,108.0,1.0,0.0,5.0,7.0,36.0,33.0,1.0,0.0,1.0,S10,1801,CHC,False,CHC,3.3933789644890213,28.666666666666668,102.0,11.65625,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8736479449466632
8.0,24.666666666666668,111.0,25.0,14.0,14.0,16.0,0.0,0.0,17.0,7.0,11.0,15.0,14.0,14.0,8.0,2.0,3.4054054054054053,1.662162162162162,6.081081081081081,1.7027027027027026,3.891891891891891,4.135135135135135,1.0625,0.26595744680851063,0.36936936936936937,0.5638297872340425,0.9331991566034119,0.2535211267605634,0.06306306306306306,0.15315315315315314,0.14414414414414414,0.6,0.4,1.5,245.24778761061947,-0.8127232832199482,0.036400000000000175,94.0,1.0,0.0,7.0,0.0,33.0,22.0,2.0,0.0,1.0,S10,1834,BAL,False,BAL,5.497194544775189,27.0,117.0,9.596206149331149,5.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,0.75,0.5206083879804023
7.0,20.0,82.0,17.0,8.0,8.0,8.0,0.0,0.0,11.0,1.0,10.0,13.0,8.0,18.0,7.0,0.0,2.4,1.25,5.1,0.30000000000000004,2.4000000000000004,3.3000000000000003,1.375,0.2361111111111111,0.3048780487804878,0.375,0.6798780487804879,0.25806451612903225,0.012195121951219513,0.13414634146341464,0.0975609756097561,0.4897959183673469,0.5102040816326531,0.96,247.96511627906978,-6.714539567855243,0.17780000000000007,72.0,2.0,0.0,5.0,1.0,24.0,25.0,4.0,0.0,1.0,S10,1843,PIT,False,PIT,1.9904377880184332,22.0,305.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.9960085233800235
9.0,18.666666666666668,80.0,17.0,9.0,9.0,13.0,0.0,0.0,15.0,5.0,9.0,8.0,6.0,13.0,7.0,0.0,2.892857142857143,1.607142857142857,5.464285714285714,1.6071428571428572,4.178571428571429,4.821428571428571,1.1538461538461537,0.2537313432835821,0.375,0.5223880597014925,0.8973880597014925,0.2553191489361702,0.0625,0.1875,0.1625,0.48717948717948717,0.5128205128205128,0.95,245.6904761904762,-4.032564016102378,0.8412,67.0,0.0,0.0,3.0,0.0,19.0,20.0,3.0,1.0,0.75,S10,1942,NYM,False,NYM,5.204723502304147,21.666666666666668,73.0,12.287936404654983,0.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,0.75,0.7198950031658468
4.0,5.666666666666667,25.0,6.0,4.0,4.0,3.0,0.0,0.0,5.0,1.0,3.0,5.0,1.0,3.0,2.0,0.0,4.235294117647059,1.588235294117647,6.352941176470589,1.0588235294117645,3.1764705882352944,5.294117647058823,1.6666666666666667,0.2727272727272727,0.36,0.5454545454545454,0.9054545454545454,0.3125,0.04,0.2,0.12,0.5833333333333334,0.4166666666666667,1.4,217.33333333333334,-1.0510086676797212,-0.6737,22.0,0.0,0.0,1.0,1.0,7.0,5.0,2.0,0.0,1.0,S10,1961,TBR,False,TBR,3.3580848468419626,6.333333333333333,67.0,3.93520782396088,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20405042975409993
6.0,23.333333333333332,94.0,19.0,10.0,10.0,9.0,0.0,0.0,18.0,5.0,9.0,13.0,14.0,15.0,6.0,0.0,2.5714285714285716,1.2,4.885714285714286,1.2857142857142858,2.3142857142857145,4.628571428571429,2.0,0.2235294117647059,0.2978723404255319,0.4823529411764706,0.7802252816020026,0.22580645161290322,0.05319148936170213,0.19148936170212766,0.09574468085106383,0.5882352941176471,0.4117647058823529,1.4285714285714286,268.29473684210524,-4.7582483528126485,0.17970000000000017,85.0,0.0,0.0,3.0,2.0,30.0,21.0,1.0,1.0,0.5,S10,1963,ARI,False,ARI,3.640437788018433,24.0,91.0,10.940129449838189,4.0,5.0,3.0,0.0,1.0,3.0,0.0,0.0,0.25,0.8478751921091054
6.0,24.333333333333332,106.0,27.0,16.0,16.0,12.0,0.0,1.0,22.0,4.0,11.0,11.0,10.0,10.0,13.0,1.0,3.945205479452055,1.6027397260273974,6.657534246575342,0.9863013698630139,2.9589041095890414,5.424657534246576,1.8333333333333333,0.2903225806451613,0.36792452830188677,0.5806451612903226,0.9485696895922093,0.3382352941176471,0.03773584905660377,0.20754716981132076,0.11320754716981132,0.5306122448979592,0.46938775510204084,1.1304347826086956,254.8785046728972,0.6632319673378964,-0.6281999999999999,93.0,1.0,0.0,9.0,3.0,26.0,23.0,2.0,0.0,1.0,S10,1977,COL,False,COL,3.048656966100625,25.0,98.0,10.596206149331149,5.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.3532229503273923
11.0,17.666666666666668,71.0,16.0,10.0,10.0,6.0,0.0,0.0,11.0,2.0,5.0,11.0,11.0,7.0,8.0,1.0,3.3962264150943393,1.2452830188679245,5.433962264150943,0.6792452830188679,2.0377358490566038,3.735849056603773,1.8333333333333333,0.25,0.30985915492957744,0.546875,0.8567341549295775,0.2692307692307692,0.028169014084507043,0.15492957746478872,0.08450704225352113,0.6052631578947368,0.39473684210526316,1.5333333333333334,275.24,-2.0259421631525165,-0.15759999999999982,64.0,1.0,0.0,5.0,4.0,23.0,15.0,1.0,3.0,0.25,S10,2206,CLE,False,CLE,2.4857208068863574,21.333333333333332,85.0,10.43291564792176,0.0,9.0,0.0,0.0,2.0,3.0,2.0,0.0,0.4,0.48361097519585466
8.0,25.333333333333332,116.0,34.0,18.0,18.0,15.0,0.0,0.0,9.0,3.0,25.0,11.0,12.0,28.0,7.0,0.0,4.2631578947368425,1.9342105263157896,8.052631578947368,0.7105263157894737,3.552631578947369,2.1315789473684212,0.6,0.3434343434343434,0.4224137931034483,0.5050505050505051,0.9274642981539534,0.34831460674157305,0.02586206896551724,0.07758620689655173,0.12931034482758622,0.46153846153846156,0.5384615384615384,0.8571428571428571,231.1900826446281,6.805569081715255,-0.08899999999999983,99.0,2.0,0.0,5.0,1.0,30.0,35.0,3.0,2.0,0.6,S10,2207,NYY,False,NYY,3.8457009459131704,26.333333333333332,105.0,10.411810489686303,6.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.6,-0.2214309359158924
6.0,19.666666666666668,97.0,34.0,20.0,20.0,8.0,0.0,0.0,10.0,4.0,20.0,7.0,5.0,13.0,19.0,1.0,6.101694915254237,2.135593220338983,10.372881355932202,1.2203389830508473,2.4406779661016946,3.0508474576271185,1.25,0.38202247191011235,0.4329896907216495,0.6629213483146067,1.095911039036256,0.4,0.041237113402061855,0.10309278350515463,0.08247422680412371,0.3191489361702128,0.6808510638297872,0.46875,221.46464646464648,11.551717982989658,-1.0894000000000001,89.0,0.0,0.0,7.0,3.0,15.0,32.0,1.0,1.0,0.5,S10,2220,KCR,False,KCR,4.087895415137077,20.333333333333332,55.0,15.295231641891139,6.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.25,-0.7712474939127898
6.0,21.333333333333332,94.0,18.0,15.0,15.0,13.0,0.0,0.0,30.0,8.0,4.0,7.0,8.0,12.0,5.0,1.0,4.21875,1.453125,5.0625,2.25,3.65625,8.4375,2.3076923076923075,0.225,0.32978723404255317,0.6,0.9297872340425531,0.23255813953488372,0.0851063829787234,0.3191489361702128,0.13829787234042554,0.46875,0.53125,0.8823529411764706,254.6315789473684,2.3049867461602003,-0.2589000000000001,80.0,1.0,0.0,6.0,0.0,15.0,17.0,1.0,1.0,0.5,S10,2222,BOS,False,BOS,5.131062788018433,21.666666666666668,76.0,11.870013480511789,5.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.14155168221182057
2.0,7.0,28.0,7.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,6.0,6.0,0.0,2.5714285714285716,1.2857142857142858,6.0,1.7142857142857142,1.7142857142857142,0.0,0.0,0.2692307692307692,0.32142857142857145,0.5,0.8214285714285714,0.20833333333333334,0.07142857142857142,0.0,0.07142857142857142,0.4,0.6,0.6666666666666666,280.7586206896552,-0.8263488295337291,-0.06839999999999999,26.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,1.0,0.0,S10,2256,KCR,False,KCR,5.811866359447004,7.0,97.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19345839349783606
5.0,4.666666666666667,28.0,11.0,10.0,10.0,3.0,0.0,0.0,7.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0,12.857142857142856,3.0,14.142857142857142,2.571428571428571,3.8571428571428568,9.0,2.3333333333333335,0.44,0.5,1.04,1.54,0.5625,0.07142857142857142,0.25,0.10714285714285714,0.7142857142857143,0.2857142857142857,2.5,200.25,6.5709149725619795,-0.45160000000000006,25.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,S10,2329,CLE,False,CLE,5.740437788018433,8.0,39.0,8.596206149331149,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5462679867117348
8.0,7.0,33.0,9.0,5.0,5.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,7.0,4.0,0.0,4.285714285714286,1.7142857142857142,7.714285714285715,0.0,2.571428571428571,4.285714285714286,1.6666666666666667,0.3103448275862069,0.36363636363636365,0.4827586206896552,0.8463949843260188,0.36,0.0,0.15151515151515152,0.09090909090909091,0.3125,0.6875,0.45454545454545453,244.1818181818182,0.27612843678630183,-0.3464,29.0,1.0,0.0,3.0,1.0,5.0,11.0,0.0,0.0,0.0,S10,2350,TEX,False,TEX,1.0975806451612904,8.0,inf,0.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.10300057946305854
