G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA+,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
1.0,6.0,23.0,5.0,4.0,4.0,2.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,6.0,1.0,0.0,4.0,1.1666666666666667,5.0,1.0,2.0,5.0,2.5,0.23809523809523808,0.30434782608695654,0.38095238095238093,0.6853002070393375,0.26666666666666666,0.043478260869565216,0.21739130434782608,0.08695652173913043,0.36363636363636365,0.6363636363636364,0.5714285714285714,257.17391304347825,0.1081782778018178,-0.22409999999999994,21.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,,S2,-13,TEX,True,TEX,3.184551341350601,6.0,90.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08294153207886976
4.0,13.333333333333334,59.0,13.0,6.0,6.0,8.0,0.0,0.0,14.0,0.0,10.0,5.0,3.0,10.0,2.0,0.0,2.6999999999999997,1.575,5.85,0.0,3.5999999999999996,6.300000000000001,1.75,0.26,0.3559322033898305,0.36,0.7159322033898305,0.35135135135135137,0.0,0.23728813559322035,0.13559322033898305,0.4782608695652174,0.5217391304347826,0.9166666666666666,259.0,-2.411406002801806,-0.39899999999999997,50.0,1.0,0.0,1.0,2.0,11.0,12.0,1.0,0.0,1.0,S2,-12,LAD,False,LAD,1.384551341350601,15.0,162.0,5.567251461988304,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.4816537407881823
13.0,37.0,171.0,50.0,37.0,37.0,19.0,2.0,2.0,18.0,10.0,27.0,21.0,16.0,30.0,4.0,0.0,6.0,1.864864864864865,8.108108108108109,1.6216216216216217,3.0810810810810807,2.9189189189189193,0.9473684210526315,0.3333333333333333,0.40350877192982454,0.6533333333333333,1.0568421052631578,0.3225806451612903,0.05847953216374269,0.10526315789473684,0.1111111111111111,0.5802469135802469,0.41975308641975306,1.3823529411764706,232.62941176470588,13.405054287293128,-1.8093000000000004,150.0,2.0,0.0,8.0,5.0,47.0,34.0,3.0,1.0,0.75,S2,-11,2TM,False,SEA,5.765632422431682,37.666666666666664,48.0,46.97696955403526,8.0,8.0,3.0,0.0,1.0,10.0,0.0,0.0,0.09090909090909091,-0.6434249706467993
8.0,20.666666666666668,103.0,35.0,26.0,26.0,9.0,1.0,0.0,13.0,7.0,19.0,9.0,9.0,21.0,2.0,0.0,7.548387096774193,2.129032258064516,10.161290322580644,2.032258064516129,2.6129032258064515,3.774193548387097,1.4444444444444444,0.3763440860215054,0.42718446601941745,0.7419354838709677,1.1691199498903853,0.3783783783783784,0.06796116504854369,0.1262135922330097,0.08737864077669903,0.4772727272727273,0.5227272727272727,0.9130434782608695,213.33333333333334,11.407221878594157,-1.6544000000000003,93.0,1.0,0.0,5.0,4.0,21.0,23.0,2.0,1.0,0.6666666666666666,S2,-11,LAD,True,LAD,6.136164244576407,20.666666666666668,37.0,33.36166593366889,5.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,0.16666666666666666,-0.7208433154471415
5.0,16.333333333333332,68.0,15.0,11.0,11.0,10.0,1.0,2.0,5.0,3.0,8.0,12.0,7.0,9.0,2.0,0.0,4.040816326530613,1.5306122448979593,5.510204081632653,1.1020408163265307,3.673469387755102,1.836734693877551,0.5,0.2631578947368421,0.36764705882352944,0.5087719298245614,0.8764189886480909,0.24,0.04411764705882353,0.07352941176470588,0.14705882352941177,0.7027027027027027,0.2972972972972973,2.3636363636363638,263.8,1.9978324086989698,-0.15489999999999984,57.0,1.0,0.0,3.0,1.0,26.0,11.0,1.0,0.0,1.0,S2,-11,SEA,True,SEA,5.296796239309785,17.0,75.0,13.615303620366364,3.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.07741834480034229
10.0,33.666666666666664,141.0,36.0,14.0,14.0,14.0,1.0,4.0,23.0,2.0,26.0,14.0,11.0,21.0,5.0,0.0,2.495049504950495,1.4851485148514854,6.415841584158416,0.3564356435643565,2.4950495049504955,4.099009900990099,1.6428571428571428,0.2903225806451613,0.3546099290780142,0.4032258064516129,0.757835735529627,0.3333333333333333,0.014184397163120567,0.16312056737588654,0.09929078014184398,0.59375,0.40625,1.4615384615384615,245.35338345864662,-8.821124853666326,1.1785,124.0,3.0,0.0,8.0,0.0,38.0,26.0,0.0,0.0,,S2,-10,3TM,False,HOU,2.3380166878852546,35.0,155.0,13.505186085749626,8.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.25,1.4568981262416876
3.0,9.666666666666666,42.0,12.0,4.0,4.0,4.0,0.0,1.0,5.0,1.0,8.0,2.0,4.0,8.0,1.0,0.0,2.4827586206896552,1.6551724137931036,7.448275862068966,0.6206896551724139,2.4827586206896557,3.1034482758620694,1.25,0.32432432432432434,0.38095238095238093,0.4864864864864865,0.8674388674388674,0.34375,0.023809523809523808,0.11904761904761904,0.09523809523809523,0.5263157894736842,0.47368421052631576,1.1111111111111112,230.775,-2.48636953699697,0.09200000000000003,37.0,1.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,,S2,-10,SFG,True,SFG,3.2362754792816357,10.0,200.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41984969779013886
5.0,15.333333333333334,64.0,17.0,9.0,9.0,7.0,0.0,2.0,12.0,1.0,12.0,8.0,4.0,7.0,1.0,0.0,3.5217391304347823,1.5652173913043477,6.6521739130434785,0.3913043478260869,2.7391304347826084,4.695652173913043,1.7142857142857142,0.30357142857142855,0.375,0.42857142857142855,0.8035714285714286,0.36363636363636365,0.015625,0.1875,0.109375,0.7037037037037037,0.2962962962962963,2.375,244.63934426229508,-0.8034046301429951,-0.26059999999999994,56.0,1.0,0.0,4.0,0.0,19.0,8.0,0.0,0.0,,S2,-10,PHI,True,PHI,2.3367252543940795,16.0,121.0,7.93793462376132,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.34123607305687764
2.0,8.666666666666666,35.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,0.0,6.0,4.0,3.0,6.0,3.0,0.0,0.6923076923076924,1.153846153846154,4.846153846153847,0.0,2.076923076923077,4.153846153846154,2.0,0.22580645161290322,0.2857142857142857,0.25806451612903225,0.543778801843318,0.2692307692307692,0.0,0.17142857142857143,0.08571428571428572,0.5,0.5,1.0,264.9375,-5.531350686526361,1.3471,31.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,,S2,-10,HOU,True,HOU,1.3383974951967548,9.0,210.0,2.5672514619883042,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.695812355394671
2.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,6.0,,0.1,0.1,0.2,0.30000000000000004,0.14285714285714285,0.0,0.3,0.0,0.16666666666666666,0.8333333333333334,0.2,268.5,-1.8682151537458513,0.3337,10.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,,S2,-9,CLE,False,CLE,-0.31544865864939897,4.0,inf,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22758645444373798
12.0,49.666666666666664,236.0,68.0,38.0,38.0,29.0,0.0,0.0,56.0,9.0,37.0,8.0,15.0,40.0,5.0,0.0,4.590604026845638,1.953020134228188,8.21476510067114,1.087248322147651,3.503355704697987,6.7651006711409405,1.9310344827586208,0.3333333333333333,0.4110169491525424,0.5882352941176471,0.9992522432701895,0.4154929577464789,0.038135593220338986,0.23728813559322035,0.1228813559322034,0.4375,0.5625,0.7777777777777778,236.6595744680851,8.01088490502936,-0.25049999999999956,204.0,3.0,0.0,19.0,3.0,35.0,45.0,0.0,1.0,0.0,S2,-8,3TM,False,MIL,3.5369003346391916,51.333333333333336,70.0,43.72975347167753,7.0,10.0,5.0,0.0,3.0,4.0,0.0,0.0,0.42857142857142855,0.1609640715290709
7.0,24.333333333333332,118.0,34.0,19.0,19.0,17.0,0.0,0.0,29.0,6.0,19.0,4.0,5.0,19.0,3.0,0.0,4.684931506849315,2.095890410958904,8.383561643835616,1.4794520547945207,4.191780821917808,7.15068493150685,1.7058823529411764,0.34,0.4322033898305085,0.63,1.0622033898305085,0.42424242424242425,0.05084745762711865,0.2457627118644068,0.1440677966101695,0.40540540540540543,0.5945945945945946,0.6818181818181818,233.3050847457627,6.473767226122254,0.11400000000000005,100.0,1.0,0.0,7.0,2.0,15.0,22.0,0.0,1.0,0.0,S2,-8,BOS,True,BOS,4.602359560528683,25.333333333333332,66.0,23.081116517977833,4.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,-0.1663504415962219
1.0,4.0,19.0,5.0,3.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,4.5,1.75,7.5,1.5,3.0,4.5,1.5,0.29411764705882354,0.3684210526315789,0.6470588235294118,1.0154798761609907,0.3076923076923077,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.3333333333333333,0.6666666666666666,0.5,235.6315789473684,0.10629142275082692,-0.016100000000000003,17.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,,S2,-8,PHI,True,PHI,4.934551341350601,4.0,80.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06682424195630769
4.0,21.333333333333332,99.0,29.0,16.0,16.0,10.0,0.0,0.0,24.0,2.0,17.0,3.0,8.0,16.0,1.0,0.0,4.5,1.828125,8.15625,0.5625,2.8125,6.75,2.4,0.3333333333333333,0.3939393939393939,0.5287356321839081,0.922675026123302,0.42857142857142855,0.020202020202020204,0.24242424242424243,0.10101010101010101,0.5,0.5,1.0,240.89795918367346,1.4308262561562795,-0.34839999999999993,87.0,2.0,0.0,9.0,1.0,17.0,17.0,0.0,0.0,,S2,-8,MIL,True,MIL,2.059551341350601,22.0,75.0,17.648636953699697,3.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.26049027116898515
5.0,15.666666666666666,84.0,30.0,20.0,20.0,10.0,0.0,0.0,17.0,4.0,19.0,5.0,3.0,12.0,3.0,0.0,7.659574468085107,2.5531914893617023,11.48936170212766,1.5319148936170215,3.8297872340425534,6.510638297872341,1.7,0.410958904109589,0.47619047619047616,0.6986301369863014,1.1748206131767776,0.49056603773584906,0.047619047619047616,0.20238095238095238,0.11904761904761904,0.4230769230769231,0.5769230769230769,0.7333333333333333,221.97619047619048,13.870993273412278,-0.6460999999999998,73.0,1.0,0.0,5.0,2.0,11.0,15.0,0.0,1.0,0.0,S2,-7,SEA,False,SEA,4.748381128584644,15.666666666666666,45.0,20.97810206519884,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,-1.0446738391603438
11.0,33.666666666666664,144.0,40.0,25.0,25.0,11.0,2.0,4.0,18.0,11.0,17.0,18.0,22.0,23.0,3.0,0.0,4.455445544554456,1.5148514851485149,7.12871287128713,1.9603960396039604,1.9603960396039604,3.207920792079208,1.6363636363636365,0.30303030303030304,0.3541666666666667,0.6515151515151515,1.0056818181818181,0.27884615384615385,0.0763888888888889,0.125,0.0763888888888889,0.6486486486486487,0.35135135135135137,1.8461538461538463,246.74100719424462,0.2589415507268602,0.5174000000000002,132.0,1.0,0.0,11.0,1.0,48.0,26.0,3.0,1.0,0.75,S2,-6,SDP,False,SDP,5.84296718293476,34.0,71.0,28.727812594330846,9.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.2,0.5611209675231148
11.0,36.666666666666664,179.0,59.0,38.0,38.0,18.0,0.0,1.0,26.0,11.0,36.0,19.0,21.0,21.0,3.0,0.0,6.218181818181819,2.1,9.654545454545454,1.8000000000000003,2.9454545454545458,4.254545454545455,1.4444444444444444,0.3710691823899371,0.4301675977653631,0.660377358490566,1.090544956255929,0.3870967741935484,0.061452513966480445,0.1452513966480447,0.1005586592178771,0.6756756756756757,0.32432432432432434,2.0833333333333335,229.97191011235955,16.0421579943028,0.35179999999999995,159.0,2.0,0.0,11.0,1.0,50.0,24.0,1.0,0.0,1.0,S2,-5,SDP,False,SDP,5.639096795896055,39.333333333333336,60.0,39.30121747315606,7.0,5.0,2.0,0.0,3.0,5.0,0.0,0.0,0.375,-0.8745233900924443
3.0,8.333333333333334,33.0,7.0,3.0,3.0,1.0,0.0,0.0,7.0,1.0,5.0,4.0,3.0,11.0,0.0,0.0,2.1599999999999997,0.96,5.04,0.72,0.72,5.04,7.0,0.21875,0.24242424242424243,0.375,0.6174242424242424,0.25,0.030303030303030304,0.21212121212121213,0.030303030303030304,0.3888888888888889,0.6111111111111112,0.6363636363636364,256.1470588235294,-2.157087040901915,0.3864,32.0,0.0,0.0,0.0,1.0,7.0,11.0,1.0,0.0,1.0,S2,2,ARI,False,ARI,1.924551341350601,8.666666666666666,151.0,3.431643625192012,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502330030183959
15.0,49.666666666666664,231.0,67.0,41.0,41.0,18.0,0.0,0.0,43.0,12.0,39.0,13.0,21.0,50.0,9.0,0.0,4.953020134228188,1.7114093959731544,8.093959731543626,1.4496644295302015,2.174496644295302,5.194630872483222,2.388888888888889,0.32057416267942584,0.36796536796536794,0.5789473684210527,0.9469127363864206,0.34810126582278483,0.05194805194805195,0.18614718614718614,0.07792207792207792,0.3979591836734694,0.6020408163265306,0.6610169491525424,239.25974025974025,4.502931209789504,0.37539999999999996,209.0,4.0,0.0,14.0,2.0,39.0,59.0,3.0,2.0,0.6,S2,3,ARI,False,ARI,4.181195636652614,52.666666666666664,75.0,42.03774586533757,7.0,9.0,2.0,0.0,5.0,3.0,0.0,0.0,0.625,0.49137697151848014
1.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,329.5,-1.23109243697479,0.21350000000000002,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,S2,5,MTL,False,MTL,1.684551341350601,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13126223151130956
8.0,23.0,107.0,26.0,14.0,14.0,12.0,0.0,3.0,21.0,4.0,17.0,11.0,9.0,23.0,2.0,0.0,3.652173913043478,1.6521739130434783,6.782608695652174,1.0434782608695652,3.1304347826086953,5.478260869565217,1.75,0.27956989247311825,0.35514018691588783,0.4838709677419355,0.8390111546578234,0.3142857142857143,0.037383177570093455,0.19626168224299065,0.11214953271028037,0.45652173913043476,0.5434782608695652,0.84,230.01904761904763,-1.6985868294963353,0.23430000000000012,93.0,2.0,0.0,3.0,2.0,21.0,25.0,3.0,1.0,0.75,S2,19,3TM,False,SEA,3.684551341350601,24.666666666666668,83.0,17.872556872238967,4.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.8,0.6060435309895689
6.0,20.0,87.0,21.0,10.0,10.0,7.0,0.0,1.0,18.0,4.0,13.0,11.0,8.0,18.0,2.0,0.0,3.0,1.4,6.300000000000001,1.2000000000000002,2.0999999999999996,5.4,2.5714285714285716,0.26582278481012656,0.3218390804597701,0.4810126582278481,0.8028517386876182,0.29310344827586204,0.04597701149425287,0.20689655172413793,0.08045977011494253,0.5,0.5,1.0,238.68965517241378,-3.221740991197289,0.22780000000000009,79.0,1.0,0.0,3.0,1.0,20.0,20.0,2.0,1.0,0.6666666666666666,S2,19,BOS,True,BOS,3.534551341350601,20.666666666666668,114.0,10.830996549413555,3.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.8,0.6768290690213586
2.0,2.6666666666666665,17.0,4.0,4.0,4.0,4.0,0.0,2.0,3.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,9.0,3.0,9.0,0.0,9.0,6.75,0.75,0.3333333333333333,0.47058823529411764,0.3333333333333333,0.803921568627451,0.4,0.0,0.17647058823529413,0.23529411764705882,0.2,0.8,0.25,212.78571428571428,1.6944603715510613,-0.016700000000000013,12.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,,S2,19,SEA,True,SEA,3.934551341350601,3.0,26.0,7.041560322825412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.10014564073754632
1.0,0.3333333333333333,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,18.0,0.0,18.0,0.0,0.0,0.5,0.6666666666666666,1.5,2.1666666666666665,0.5,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,101.75,-0.17130620985010703,0.0232,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,S2,19,LAD,True,LAD,10.684551341350602,1.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.029360102705756553
7.0,25.0,99.0,18.0,9.0,9.0,9.0,0.0,2.0,15.0,3.0,9.0,12.0,13.0,21.0,3.0,0.0,2.16,1.08,4.32,0.72,2.16,3.5999999999999996,1.6666666666666667,0.20689655172413793,0.2727272727272727,0.39080459770114945,0.6635318704284221,0.20833333333333334,0.030303030303030304,0.15151515151515152,0.09090909090909091,0.5555555555555556,0.4444444444444444,1.25,257.1855670103093,-8.461764849104386,1.2250000000000003,87.0,3.0,0.0,5.0,1.0,30.0,24.0,3.0,1.0,0.75,S2,21,BOS,False,BOS,3.124551341350601,27.0,163.0,9.947797716150081,4.0,6.0,3.0,0.0,2.0,1.0,2.0,0.0,0.6666666666666666,1.2497493816950516
1.0,1.6666666666666667,9.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,7.199999999999999,2.4,14.399999999999999,0.0,0.0,7.199999999999999,,0.4444444444444444,0.4444444444444444,0.6666666666666666,1.1111111111111112,0.5714285714285714,0.0,0.2222222222222222,0.0,0.3333333333333333,0.6666666666666666,0.5,240.0,-0.8140504875342833,-0.032,9.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,,S2,35,SEA,False,SEA,-0.7154486586493989,2.0,30.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11809349391566588
4.0,7.0,23.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,0.8571428571428571,3.4285714285714284,0.0,1.7142857142857142,4.285714285714286,2.5,0.19047619047619047,0.2608695652173913,0.23809523809523808,0.4989648033126294,0.25,0.0,0.21739130434782608,0.08695652173913043,0.5,0.5,1.0,288.75,-4.540458675897879,0.5793,21.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,S2,38,SFG,False,SFG,1.1131227699220296,6.666666666666667,926.0,0.4316436251920122,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5478052274488394
6.0,27.0,103.0,24.0,4.0,4.0,8.0,1.0,0.0,22.0,1.0,19.0,11.0,17.0,10.0,1.0,0.0,0.8888888888888888,1.1851851851851851,5.333333333333333,0.2222222222222222,1.7777777777777777,4.888888888888888,2.75,0.25263157894736843,0.3106796116504854,0.3263157894736842,0.6369954011241696,0.3194444444444444,0.009708737864077669,0.21359223300970873,0.07766990291262135,0.7755102040816326,0.22448979591836735,3.4545454545454546,272.031914893617,-16.16613223429047,1.5793,95.0,0.0,0.0,4.0,0.0,38.0,11.0,0.0,0.0,,S2,39,STL,False,STL,1.4252920820913417,28.0,560.0,3.0,4.0,6.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,2.036492095841321
13.0,34.333333333333336,158.0,43.0,17.0,17.0,20.0,1.0,0.0,41.0,5.0,31.0,10.0,12.0,20.0,4.0,0.0,2.970873786407767,1.8349514563106795,7.514563106796116,0.8737864077669902,3.495145631067961,7.16504854368932,2.05,0.31386861313868614,0.3987341772151899,0.48175182481751827,0.8804860020327081,0.41304347826086957,0.03164556962025317,0.25949367088607594,0.12658227848101267,0.5384615384615384,0.46153846153846156,1.1666666666666667,251.3726708074534,-4.848011523370853,1.2049,137.0,1.0,0.0,6.0,1.0,28.0,24.0,3.0,3.0,0.5,S2,58,2TM,False,BOS,2.9369785258166203,35.333333333333336,108.0,19.626598794072514,6.0,9.0,2.0,1.0,5.0,4.0,0.0,0.0,0.5555555555555556,1.1288871896297001
10.0,19.0,88.0,26.0,11.0,11.0,12.0,1.0,0.0,18.0,3.0,18.0,6.0,9.0,11.0,1.0,0.0,3.473684210526316,2.0,8.210526315789474,0.9473684210526315,3.789473684210526,5.684210526315789,1.5,0.34210526315789475,0.4318181818181818,0.5263157894736842,0.958133971291866,0.41818181818181815,0.03409090909090909,0.20454545454545456,0.13636363636363635,0.6129032258064516,0.3870967741935484,1.5833333333333333,248.92391304347825,-0.9114446296579337,0.7772000000000001,76.0,0.0,0.0,5.0,0.0,19.0,12.0,3.0,3.0,0.5,S2,58,PHI,True,PHI,3.7371829202979696,19.666666666666668,82.0,14.334291101764823,3.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,0.3333333333333333,0.4498759267743383
3.0,15.333333333333334,70.0,17.0,6.0,6.0,8.0,0.0,0.0,23.0,2.0,13.0,4.0,3.0,9.0,3.0,0.0,2.3478260869565215,1.6304347826086956,6.6521739130434785,0.7826086956521738,3.1304347826086953,9.0,2.875,0.2786885245901639,0.35714285714285715,0.4262295081967213,0.7833723653395784,0.40540540540540543,0.02857142857142857,0.32857142857142857,0.11428571428571428,0.42857142857142855,0.5714285714285714,0.75,254.63768115942028,-3.93656689371292,0.4277,61.0,1.0,0.0,1.0,1.0,9.0,12.0,0.0,0.0,,S2,58,BOS,True,BOS,1.9454209065679924,15.666666666666666,178.0,5.292307692307692,3.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.6790112628553618
14.0,40.666666666666664,192.0,45.0,29.0,29.0,28.0,4.0,0.0,57.0,6.0,21.0,7.0,8.0,33.0,4.0,0.0,4.278688524590164,1.7950819672131149,6.639344262295082,0.8852459016393442,4.131147540983607,8.40983606557377,2.0357142857142856,0.2795031055900621,0.3802083333333333,0.5093167701863354,0.8895251035196687,0.38613861386138615,0.03125,0.296875,0.14583333333333334,0.3620689655172414,0.6379310344827587,0.5675675675675675,239.44808743169398,3.196105803338444,0.6540000000000001,161.0,3.0,0.0,17.0,1.0,21.0,37.0,0.0,0.0,,S2,74,2TM,False,TB,2.86487921020306,42.666666666666664,72.0,35.509989797909654,7.0,7.0,2.0,2.0,5.0,6.0,1.0,0.0,0.45454545454545453,0.46307624979389006
12.0,34.0,161.0,39.0,24.0,24.0,22.0,4.0,0.0,48.0,5.0,17.0,6.0,7.0,26.0,4.0,0.0,4.235294117647059,1.7941176470588236,6.88235294117647,0.8823529411764706,3.882352941176471,8.470588235294118,2.1818181818181817,0.2867647058823529,0.37888198757763975,0.5294117647058824,0.9082937522835222,0.3953488372093023,0.031055900621118012,0.2981366459627329,0.13664596273291926,0.375,0.625,0.6,238.77631578947367,2.3049208540443082,0.35940000000000016,136.0,3.0,0.0,16.0,1.0,18.0,30.0,0.0,0.0,,S2,74,ARI,True,ARI,2.7139631060564833,36.0,69.0,31.07834617271764,6.0,6.0,2.0,2.0,3.0,6.0,1.0,0.0,0.3333333333333333,0.4258234336089298
2.0,6.666666666666667,31.0,6.0,5.0,5.0,6.0,0.0,0.0,9.0,1.0,4.0,1.0,1.0,7.0,0.0,0.0,4.5,1.7999999999999998,5.3999999999999995,0.8999999999999999,5.3999999999999995,8.1,1.5,0.24,0.3870967741935484,0.4,0.7870967741935484,0.3333333333333333,0.03225806451612903,0.2903225806451613,0.1935483870967742,0.3,0.7,0.42857142857142855,242.74193548387098,0.8911849492941322,0.2946,25.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,,S2,74,TB,True,TB,3.634551341350601,6.666666666666667,90.0,4.431643625192012,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.03725281618496057
10.0,48.333333333333336,220.0,62.0,39.0,39.0,17.0,0.0,0.0,55.0,12.0,33.0,16.0,12.0,42.0,5.0,0.0,4.841379310344827,1.6344827586206896,7.69655172413793,1.489655172413793,2.1103448275862067,6.827586206896552,3.235294117647059,0.31313131313131315,0.35909090909090907,0.5909090909090909,0.95,0.36764705882352944,0.05454545454545454,0.25,0.07727272727272727,0.41975308641975306,0.5802469135802469,0.723404255319149,245.33333333333334,4.544166857849779,0.37990000000000007,198.0,5.0,0.0,15.0,2.0,34.0,47.0,2.0,3.0,0.4,S2,75,COL,False,COL,3.6914478930747388,49.0,71.0,41.24272859172611,8.0,9.0,7.0,0.0,3.0,5.0,1.0,0.0,0.375,0.4424119737363844
11.0,47.333333333333336,194.0,47.0,20.0,20.0,13.0,1.0,0.0,20.0,10.0,24.0,24.0,26.0,40.0,14.0,0.0,2.5352112676056335,1.2676056338028168,5.957746478873239,1.267605633802817,1.6478873239436618,2.535211267605634,1.5384615384615385,0.26256983240223464,0.30927835051546393,0.5027932960893855,0.8120716466048494,0.24503311258278146,0.05154639175257732,0.10309278350515463,0.06701030927835051,0.5178571428571429,0.48214285714285715,1.0740740740740742,253.2871794871795,-11.134667407843681,1.5532999999999997,179.0,2.0,0.0,13.0,0.0,58.0,54.0,2.0,2.0,0.5,S2,76,COL,False,COL,4.409903454026657,48.333333333333336,147.0,19.723951317499704,8.0,9.0,6.0,1.0,4.0,4.0,1.0,0.0,0.5,1.9043065587259331
2.0,5.666666666666667,20.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,0.0,2.1176470588235294,0.7058823529411764,3.1764705882352944,2.117647058823529,1.0588235294117645,3.1764705882352944,3.0,0.15789473684210525,0.2,0.47368421052631576,0.6736842105263158,0.07142857142857142,0.1,0.15,0.05,0.46153846153846156,0.5384615384615384,0.8571428571428571,288.1904761904762,-1.9419805674452206,0.4756,19.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,S2,91,DET,False,DET,5.7433748707623655,6.0,180.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27572793488282776
17.0,57.0,265.0,81.0,44.0,44.0,22.0,0.0,5.0,75.0,14.0,54.0,16.0,15.0,45.0,0.0,0.0,4.631578947368421,1.8070175438596492,8.526315789473685,1.4736842105263157,2.3157894736842106,7.894736842105264,3.409090909090909,0.3347107438016529,0.3886792452830189,0.5743801652892562,0.9630594105722751,0.43506493506493504,0.052830188679245285,0.2830188679245283,0.0830188679245283,0.47674418604651164,0.5232558139534884,0.9111111111111111,236.140625,10.111718340464888,-0.5570999999999996,242.0,1.0,0.0,10.0,3.0,41.0,45.0,4.0,0.0,1.0,S2,92,2TM,False,DET,3.403849586964636,57.666666666666664,81.0,42.8766885956183,13.0,9.0,6.0,0.0,4.0,6.0,0.0,0.0,0.4,0.06909905128606138
